channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,Trigger,Shutdown
-39778.7734375,-18254.8046875,51917.60546875,-36583.27734375,-11169.255859375,4297.16748046875,-3981.56103515625,-11902.6171875,1.0,0.0
-40060.31640625,-18891.73828125,51233.73046875,-37535.375,-15035.080078125,3680.616943359375,-4737.72021484375,-13884.9482421875,1.0,0.0
-39532.81640625,-18389.853515625,51885.8203125,-36495.66015625,-11515.3955078125,4279.8671875,-4142.9404296875,-12988.0625,1.0,0.0
-39219.30859375,-17689.70703125,52636.5234375,-35439.765625,-7237.18212890625,4959.0029296875,-3316.909423828125,-10852.0849609375,1.0,0.0
-39683.109375,-18119.978515625,52071.83203125,-36353.76953125,-10279.9697265625,4443.794921875,-3825.1435546875,-11541.8154296875,1.0,0.0
-40078.2890625,-18849.091796875,51260.73046875,-37517.71484375,-14837.53515625,3705.69580078125,-4699.99072265625,-13698.892578125,1.0,0.0
-39645.46875,-18539.38671875,51706.46875,-36776.75390625,-12512.3720703125,4114.5537109375,-4341.423828125,-13360.8447265625,1.0,0.0
-39204.55859375,-17735.169921875,52603.17578125,-35476.0625,-7472.724609375,4933.56640625,-3378.600341796875,-11060.4921875,1.0,0.0
-39592.13671875,-17993.69140625,52223.734375,-36120.5078125,-9455.8603515625,4581.48193359375,-3675.2080078125,-11249.4990234375,1.0,0.0
-40066.39453125,-18770.279296875,51345.265625,-37401.3515625,-14371.4560546875,3784.01611328125,-4599.765625,-13390.0361328125,1.0,0.0
-39760.9375,-18682.794921875,51544.0625,-37022.7578125,-13425.84375,3969.580322265625,-4502.44580078125,-13657.0498046875,1.0,0.0
-39220.3359375,-17830.12109375,52519.4453125,-35584.51171875,-7996.20263671875,4847.19921875,-3498.539794921875,-11395.634765625,1.0,0.0
-39498.171875,-17882.46875,52366.0703125,-35900.5234375,-8693.353515625,4702.44921875,-3551.73681640625,-11010.0673828125,1.0,0.0
-40017.1328125,-18655.705078125,51475.26171875,-37230.453125,-13674.037109375,3893.316162109375,-4463.55419921875,-13023.3779296875,1.0,0.0
-39861.7890625,-18790.84375,51409.1015625,-37238.49609375,-14183.791015625,3844.81298828125,-4625.60400390625,-13875.7392578125,1.0,0.0
-39265.53125,-17950.8203125,52389.046875,-35760.9140625,-8743.1982421875,4737.54150390625,-3635.33251953125,-11772.216796875,1.0,0.0
-39403.7109375,-17780.9921875,52485.515625,-35692.6953125,-8033.6640625,4817.51611328125,-3431.082275390625,-10824.0107421875,1.0,0.0
-39938.3203125,-18514.486328125,51619.83203125,-36998.93359375,-12842.2392578125,4024.163330078125,-4306.4658203125,-12620.7783203125,1.0,0.0
-39948.6484375,-18864.91796875,51300.3828125,-37399.1171875,-14762.5224609375,3736.3623046875,-4739.5087890625,-14014.6328125,1.0,0.0
-39341.125,-18099.951171875,52224.40234375,-35994.48828125,-9687.55859375,4584.923828125,-3827.155029296875,-12210.5791015625,1.0,0.0
-39319.265625,-17711.56640625,52585.0703125,-35539.2734375,-7522.8818359375,4906.2080078125,-3361.613037109375,-10737.419921875,1.0,0.0
-39853.1171875,-18372.10546875,51788.6796875,-36766.69921875,-11929.4384765625,4170.34375,-4135.3857421875,-12223.3642578125,1.0,0.0
-40027.86328125,-18903.138671875,51239.453125,-37508.1953125,-15065.1650390625,3677.1748046875,-4766.46484375,-14011.7275390625,1.0,0.0
-39446.26953125,-18259.630859375,52038.39453125,-36267.2265625,-10703.84765625,4403.875,-4008.74072265625,-12675.5849609375,1.0,0.0
-39255.20703125,-17675.53515625,52638.0,-35445.08203125,-7238.16552734375,4943.04345703125,-3316.9541015625,-10764.9130859375,1.0,0.0
-39762.76953125,-18224.896484375,51948.89453125,-36528.47265625,-11001.9306640625,4318.4912109375,-3962.15966796875,-11825.01171875,1.0,0.0
-40075.6953125,-18892.6328125,51226.21875,-37543.28515625,-15093.9541015625,3667.51904296875,-4768.4765625,-13884.27734375,1.0,0.0
-39558.4765625,-18419.759765625,51849.65625,-36546.30859375,-11767.1650390625,4234.22509765625,-4207.08984375,-13093.0703125,1.0,0.0
-39214.078125,-17687.203125,52642.6953125,-35417.234375,-7255.37646484375,4958.1982421875,-3335.64013671875,-10878.1025390625,1.0,0.0
-39667.86328125,-18089.9375,52109.60546875,-36284.30078125,-10127.486328125,4463.017578125,-3811.866455078125,-11512.8916015625,1.0,0.0
-40086.24609375,-18839.8828125,51276.5546875,-37488.43359375,-14825.107421875,3703.728759765625,-4712.19482421875,-13667.734375,1.0,0.0
