channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,Trigger,Shutdown
-33799.37109375,-17973.6640625,51270.02734375,-36851.58984375,-15002.3125,4126.1318359375,-9715.587890625,-16418.1171875,1.0,0.0
-32239.44140625,-17333.197265625,52034.32421875,-35570.51953125,-10769.025390625,4856.72119140625,-8727.9990234375,-15125.0673828125,1.0,0.0
-31417.12109375,-16721.607421875,52621.99609375,-34660.046875,-7289.3955078125,5454.541015625,-7642.6875,-13102.81640625,1.0,0.0
-32765.01953125,-17270.478515625,51963.06640625,-35769.31640625,-10942.3857421875,4828.28955078125,-8462.0126953125,-14114.5458984375,1.0,0.0
-33867.453125,-17961.146484375,51260.640625,-36872.9140625,-15005.5751953125,4131.4072265625,-9675.9365234375,-16265.3193359375,1.0,0.0
-32565.462890625,-17498.15234375,51849.69921875,-35857.65234375,-11795.2841796875,4691.4970703125,-8990.9892578125,-15540.005859375,1.0,0.0
-31347.830078125,-16737.92578125,52622.35546875,-34633.0,-7303.7900390625,5463.4814453125,-7682.0263671875,-13266.744140625,1.0,0.0
-32486.650390625,-17131.13671875,52115.5078125,-35522.15234375,-10064.4990234375,4985.69091796875,-8231.4326171875,-13784.8125,1.0,0.0
-33837.8125,-17901.78125,51306.7734375,-36811.04296875,-14693.232421875,4187.86767578125,-9547.9951171875,-15997.724609375,1.0,0.0
-32890.27734375,-17652.15625,51677.5,-36146.390625,-12762.6669921875,4523.72509765625,-9240.4794921875,-15897.5439453125,1.0,0.0
-31377.423828125,-16802.431640625,52574.609375,-34706.58203125,-7624.53759765625,5408.7197265625,-7812.42626953125,-13518.24609375,1.0,0.0
-32214.318359375,-17004.08984375,52261.46484375,-35278.20703125,-9248.4814453125,5121.81298828125,-8040.10107421875,-13487.8916015625,1.0,0.0
-33708.12890625,-17801.599609375,51401.27734375,-36664.50390625,-14141.2333984375,4275.93359375,-9367.080078125,-15664.638671875,1.0,0.0
-33194.26171875,-17786.892578125,51518.265625,-36403.16796875,-13626.5625,4370.34716796875,-9439.3203125,-16180.919921875,1.0,0.0
-31501.966796875,-16910.5703125,52473.3125,-34852.26953125,-8216.9931640625,5312.8310546875,-8001.74560546875,-13874.443359375,1.0,0.0
-31955.88671875,-16891.66015625,52391.73046875,-35059.78515625,-8524.3740234375,5255.029296875,-7878.27490234375,-13264.5537109375,1.0,0.0
-33507.1875,-17673.837890625,51531.76953125,-36462.22265625,-13412.3876953125,4408.7919921875,-9139.806640625,-15258.150390625,1.0,0.0
-33463.69140625,-17889.53125,51390.59375,-36617.03125,-14341.9521484375,4245.53515625,-9588.7646484375,-16374.396484375,1.0,0.0
-31713.146484375,-17048.212890625,52334.59765625,-35073.6875,-9034.9775390625,5167.72314453125,-8236.3046875,-14317.8125,1.0,0.0
-31717.6171875,-16799.2578125,52509.65625,-34862.1484375,-7900.80517578125,5364.01611328125,-7735.0,-13112.78515625,1.0,0.0
-33256.17578125,-17529.310546875,51689.75,-36216.53125,-12547.419921875,4563.28759765625,-8895.0107421875,-14838.697265625,1.0,0.0
-33682.06640625,-17955.021484375,51310.0390625,-36778.72265625,-14823.3193359375,4163.28076171875,-9685.94921875,-16457.41015625,1.0,0.0
-31996.208984375,-17205.568359375,52176.48046875,-35344.1875,-9994.8955078125,4997.89453125,-8514.8525390625,-14780.26953125,1.0,0.0
-31518.373046875,-16735.556640625,52598.3046875,-34721.9140625,-7467.13671875,5433.61962890625,-7664.14501953125,-13070.451171875,1.0,0.0
-32977.44921875,-17377.36328125,51854.4375,-35972.2265625,-11648.34375,4716.3076171875,-8646.8173828125,-14425.4130859375,1.0,0.0
-33822.83984375,-17977.6875,51262.20703125,-36864.8671875,-15060.11328125,4127.51806640625,-9707.7646484375,-16408.728515625,1.0,0.0
