channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,Trigger,Shutdown
-39353.5078125,-13307.826171875,54332.88671875,-34692.6328125,-10119.6181640625,4906.11865234375,-8416.1025390625,-17569.185546875,1.0,0.0
-39523.0234375,-13871.984375,53815.4921875,-35573.11328125,-14018.611328125,4410.4013671875,-9959.087890625,-19640.880859375,1.0,0.0
-39367.4140625,-13665.3203125,54075.30859375,-35177.93359375,-12787.6123046875,4647.06201171875,-9268.59765625,-19648.658203125,1.0,0.0
-39182.4296875,-13041.0361328125,54642.99609375,-34209.2109375,-8537.427734375,5189.35986328125,-7594.36279296875,-17469.005859375,1.0,0.0
-39317.34375,-13206.0361328125,54423.63671875,-34535.7265625,-9479.5537109375,4982.82958984375,-8157.09033203125,-17331.453125,1.0,0.0
-39505.6796875,-13797.0166015625,53871.28125,-35470.51953125,-13504.87890625,4452.15478515625,-9788.767578125,-19320.267578125,1.0,0.0
-39404.203125,-13763.8466796875,53972.7109375,-35343.3828125,-13429.419921875,4543.1259765625,-9557.203125,-19880.177734375,1.0,0.0
-39187.9296875,-13117.5234375,54580.0078125,-34308.3203125,-9054.736328125,5124.36083984375,-7774.205078125,-17808.9765625,1.0,0.0
-39279.79296875,-13127.224609375,54501.6015625,-34387.98046875,-8940.5185546875,5055.919921875,-7920.2958984375,-17145.978515625,1.0,0.0
-39484.08984375,-13707.5205078125,53949.109375,-35321.92578125,-12860.568359375,4526.4072265625,-9543.255859375,-18935.861328125,1.0,0.0
-39440.94921875,-13844.2236328125,53886.74609375,-35472.93359375,-13942.34765625,4458.0556640625,-9790.6005859375,-20028.90625,1.0,0.0
-39203.70703125,-13219.3134765625,54496.7265625,-34457.94140625,-9760.73828125,5035.087890625,-8030.6689453125,-18211.93359375,1.0,0.0
-39241.21484375,-13060.302734375,54576.74609375,-34273.94140625,-8520.9765625,5117.923828125,-7722.21484375,-17034.48828125,1.0,0.0
-39453.95703125,-13601.9306640625,54046.6953125,-35159.65234375,-12128.056640625,4618.541015625,-9252.8173828125,-18530.490234375,1.0,0.0
-39477.60546875,-13898.4931640625,53826.17578125,-35573.6953125,-14263.4970703125,4405.17138671875,-9973.52734375,-20087.244140625,1.0,0.0
-39239.78515625,-13337.8671875,54390.78125,-34646.6328125,-10559.4111328125,4939.64599609375,-8371.48828125,-18649.490234375,1.0,0.0
-39213.09765625,-13015.95703125,54630.74609375,-34189.5859375,-8226.5595703125,5180.0615234375,-7582.0244140625,-17010.302734375,1.0,0.0
-39418.95703125,-13494.0166015625,54150.2734375,-34984.99609375,-11358.486328125,4730.478515625,-8943.916015625,-18137.814453125,1.0,0.0
-39502.1484375,-13919.236328125,53792.421875,-35613.66015625,-14361.30859375,4379.33251953125,-10037.140625,-20009.1484375,1.0,0.0
-39280.5546875,-13459.416015625,54275.48828125,-34831.34765625,-11378.6025390625,4829.8095703125,-8702.427734375,-19047.44140625,1.0,0.0
-39185.828125,-12991.3251953125,54669.59375,-34145.28515625,-8131.564453125,5207.15185546875,-7537.09765625,-17098.771484375,1.0,0.0
