channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
-164076.0469,-80869.05469,-113539.1719,-155613.3125,-187500.0156,-148180.4844,-157327.5313,-187500.0156
-164076.3125,-80868.96875,-113549.8828,-155484.4063,-187500.0156,-148178.5625,-157206.8438,-187500.0156
-164074.5156,-80864.5625,-113546.5078,-155453.4375,-187500.0156,-148173.2031,-157171.8125,-187500.0156
-164077.1563,-80863.17969,-113533.5391,-155581.2188,-187500.0156,-148174.5625,-157293.8906,-187500.0156
-164082.5313,-80865.07813,-113533.2031,-155632.6563,-187500.0156,-148180.4375,-157351.4531,-187500.0156
-164083.9531,-80863.17969,-113541.7188,-155518.875,-187500.0156,-148178.1563,-157250.5781,-187500.0156
-164082.1719,-80859.26563,-113539.4219,-155455.5781,-187500.0156,-148172.1563,-157172.9688,-187500.0156
-164082.5625,-80859.60156,-113525.2266,-155562.75,-187500.0156,-148171.4844,-157259.9063,-187500.0156
-164084.5781,-80864.5625,-113525.5156,-155638.9063,-187500.0156,-148177.5156,-157334.9844,-187500.0156
-164083.0625,-80865.39063,-113540.5781,-155539.2344,-187500.0156,-148175.5625,-157253.3906,-187500.0156
-164079.4375,-80860.03125,-113545.7188,-155449.2969,-187500.0156,-148169.4688,-157168.6094,-187500.0156
-164080.1094,-80857.23438,-113534.7031,-155533.5625,-187500.0156,-148169.7656,-157238.2344,-187500.0156
-164084.3594,-80863.07031,-113527.4844,-155637.6719,-187500.0156,-148176.8281,-157342.4375,-187500.0156
-164086.1406,-80867.13281,-113537.9453,-155562.4375,-187500.0156,-148177.4531,-157276.4688,-187500.0156
-164083.5156,-80863.69531,-113544.0938,-155451.0156,-187500.0156,-148169.0625,-157162.3594,-187500.0156
-164082.8594,-80860.94531,-113531.0781,-155515.2969,-187500.0156,-148165.625,-157238.875,-187500.0156
-164088.4531,-80865.125,-113520.6172,-155641.6719,-187500.0156,-148168.7031,-157359.0156,-187500.0156
-164092.625,-80869.82031,-113530.5469,-155593.3125,-187500.0156,-148170,-157296.25,-187500.0156
-164085.7656,-80865.30469,-113540.9844,-155463.0156,-187500.0156,-148167.0156,-157167.625,-187500.0156
-164081.625,-80859.82813,-113533.8516,-155489.9375,-187500.0156,-148165.1563,-157188.3281,-187500.0156
-164085.3594,-80863.22656,-113525.1328,-155622.3281,-187500.0156,-148168.375,-157328.2813,-187500.0156
-164088.1094,-80870,-113535.7734,-155610.3438,-187500.0156,-148172.5469,-157312.2969,-187500.0156
-164084.7656,-80869.48438,-113549.9922,-155470.0625,-187500.0156,-148169.1719,-157183.0781,-187500.0156
-164081.3125,-80865.03906,-113543.375,-155464.1875,-187500.0156,-148164.4375,-157186.1094,-187500.0156
-164079.9688,-80864.45313,-113527.1484,-155597.2813,-187500.0156,-148164.6875,-157326.1563,-187500.0156
-164082.5625,-80869.39063,-113529.9219,-155619.5313,-187500.0156,-148169.3281,-157322.2344,-187500.0156
-164082.2813,-80868.57031,-113541.4766,-155491.5156,-187500.0156,-148167.0156,-157188.2813,-187500.0156
-164080.2656,-80863.22656,-113537.2734,-155452.2188,-187500.0156,-148161.0938,-157156.8125,-187500.0156
-164083.375,-80865.30469,-113524.9141,-155568.6094,-187500.0156,-148162.1875,-157255.3906,-187500.0156
-164086.2813,-80871,-113523.0781,-155624.8281,-187500.0156,-148166.5625,-157318.5,-187500.0156
-164082.5625,-80870.08594,-113535.1484,-155512.5781,-187500.0156,-148168.3281,-157215.7969,-187500.0156
-164075.7031,-80864.00781,-113537.1406,-155442.4531,-187500.0156,-148162,-157140.9688,-187500.0156
-164073.7813,-80861.5,-113525.5156,-155542.7969,-187500.0156,-148161.8906,-157225.5625,-187500.0156
-164073.5,-80864.16406,-113521.7578,-155624.8438,-187500.0156,-148166.8906,-157310.7031,-187500.0156
-164071.8125,-80866.13281,-113533.4297,-155533.4688,-187500.0156,-148168.8438,-157240.3906,-187500.0156
-164067.2188,-80861.52344,-113537.0938,-155434.9844,-187500.0156,-148164.3125,-157122.9063,-187500.0156
-164069.5313,-80861.65625,-113527.6641,-155511.8594,-187500.0156,-148164.0156,-157188.7344,-187500.0156
-164073.1094,-80865.61719,-113519.9063,-155621.7656,-187500.0156,-148165.4219,-157313.5938,-187500.0156
-164073.3594,-80867.02344,-113527.1953,-155558.5469,-187500.0156,-148166.8906,-157258.3594,-187500.0156
-164072.7969,-80865.39063,-113534.9297,-155444.2188,-187500.0156,-148165.1094,-157137.5,-187500.0156
-164073.0625,-80863.13281,-113526.8828,-155492.5469,-187500.0156,-148163.3906,-157172.1406,-187500.0156
-164077.7813,-80865.57031,-113519.3047,-155619.4219,-187500.0156,-148165.3125,-157303,-187500.0156
-164079.2813,-80869.375,-113529.2734,-155588.375,-187500.0156,-148169.0625,-157294.7031,-187500.0156
-164075.7969,-80866.6875,-113537.7891,-155461.2813,-187500.0156,-148165.0625,-157158.8906,-187500.0156
-164074.7656,-80862.55469,-113528.1563,-155474.0781,-187500.0156,-148161.2656,-157160.3438,-187500.0156
-164078.8125,-80865.57031,-113517.875,-155593.875,-187500.0156,-148165.0469,-157261.375,-187500.0156
-164082.5313,-80870.13281,-113524.2188,-155589.9063,-187500.0156,-148167.4531,-157245.7031,-187500.0156
-164082.6094,-80869.35156,-113536.2422,-155468.6563,-187500.0156,-148162.4688,-157145.8906,-187500.0156
-164078.7031,-80863,-113530.9922,-155455.8438,-187500.0156,-148158.0625,-157143.8125,-187500.0156
-164080.0469,-80864.60938,-113519.5234,-155581.5781,-187500.0156,-148157.5938,-157238.4219,-187500.0156
-164083.4688,-80870.57813,-113526.2734,-155611.0781,-187500.0156,-148162.7188,-157271.7188,-187500.0156
-164081.5,-80869.375,-113540.0234,-155489.9844,-187500.0156,-148162.5,-157164.4375,-187500.0156
-164078.5469,-80862.55469,-113537.1641,-155442.1406,-187500.0156,-148159.0781,-157113.9063,-187500.0156
-164080.5625,-80862.17188,-113524.8203,-155557.9531,-187500.0156,-148161.2031,-157213.5,-187500.0156
-164082.6563,-80866.625,-113523.8203,-155627.9844,-187500.0156,-148167.8438,-157284.8906,-187500.0156
-164081.3594,-80866.39844,-113538.5938,-155522.7031,-187500.0156,-148169.0938,-157195.8438,-187500.0156
-164078.6563,-80861.72656,-113541.4297,-155444.9844,-187500.0156,-148164.2344,-157124.5313,-187500.0156
-164077.9688,-80859.08594,-113526.5234,-155536.5313,-187500.0156,-148163.0156,-157205.25,-187500.0156
-164083.0781,-80865.03906,-113524.2656,-155627,-187500.0156,-148168.9531,-157293.7344,-187500.0156
-164083.8906,-80867.42969,-113538.5234,-155541.8594,-187500.0156,-148170.5625,-157218.8125,-187500.0156
-164081.0313,-80863.10938,-113541.2031,-155442.8438,-187500.0156,-148162.8281,-157125.9844,-187500.0156
-164081.2969,-80861.14844,-113527.5078,-155516.125,-187500.0156,-148159.5625,-157207.7344,-187500.0156
-164087.3125,-80866.71094,-113519.5469,-155627.5781,-187500.0156,-148160.8594,-157313.6406,-187500.0156
-164090.1094,-80872.57031,-113530.3672,-155567.25,-187500.0156,-148163.6094,-157226.5781,-187500.0156
-164088.5313,-80869.07813,-113537.6328,-155449.1406,-187500.0156,-148161.3125,-157103.0313,-187500.0156
-164086.0156,-80863.33594,-113527.9766,-155485.4375,-187500.0156,-148160.6563,-157147.5625,-187500.0156
-164088.0938,-80866.21875,-113518.2969,-155609.0625,-187500.0156,-148165.0625,-157275.4531,-187500.0156
-164090.125,-80870.71094,-113526.2109,-155582.1406,-187500.0156,-148164.5313,-157248.8594,-187500.0156
-164088.8906,-80868.74219,-113536.2656,-155459.0469,-187500.0156,-148163.7031,-157142.2031,-187500.0156
-164087.6719,-80864.65625,-113526.6563,-155465.4063,-187500.0156,-148158.5,-157143.9219,-187500.0156
-164090.4531,-80867.67188,-113515.8359,-155590.375,-187500.0156,-148158.0625,-157261.6406,-187500.0156
-164092.1406,-80872.92188,-113522.0938,-155601.4219,-187500.0156,-148163.6094,-157290.3438,-187500.0156
-164086.6406,-80869.92969,-113535.2422,-155475.8438,-187500.0156,-148165.4063,-157164.7969,-187500.0156
-164081.0938,-80864.16406,-113534.4141,-155441.2656,-187500.0156,-148161.7969,-157121.4063,-187500.0156
-164081.4531,-80863.75781,-113522.7031,-155560.7656,-187500.0156,-148163.0938,-157237.7344,-187500.0156
-164083.8594,-80866.86719,-113522.0703,-155609.3594,-187500.0156,-148167.8594,-157305.1875,-187500.0156
-164084.4688,-80867.42969,-113534.8359,-155498.9688,-187500.0156,-148166.1875,-157217.75,-187500.0156
-164080.125,-80861.88281,-113535.3516,-155442.3281,-187500.0156,-148162.7813,-157151.4531,-187500.0156
-164081.0469,-80861.77344,-113525.25,-155544.4531,-187500.0156,-148163.2969,-157222.375,-187500.0156
-164082.5,-80867.07031,-113526.1172,-155613.4688,-187500.0156,-148170.2656,-157302.1875,-187500.0156
-164081.1563,-80867.02344,-113538.0781,-155519.1875,-187500.0156,-148170.5156,-157230.9063,-187500.0156
-164079.9063,-80862.9375,-113540.9844,-155435.5938,-187500.0156,-148167.2969,-157142.8281,-187500.0156
-164079.8906,-80858.91406,-113527.5703,-155519.9531,-187500.0156,-148166.0938,-157218.6406,-187500.0156
-164082.2813,-80860.60938,-113520.5781,-155622.25,-187500.0156,-148169.25,-157333.3281,-187500.0156
-164085.8594,-80862.55469,-113534.3672,-155545.7031,-187500.0156,-148173,-157249.2656,-187500.0156
-164084.25,-80856.69531,-113540.5156,-155437.5469,-187500.0156,-148171.3281,-157139.0469,-187500.0156
-164085.1406,-80852.875,-113530.0313,-155492.75,-187500.0156,-148169.4531,-157173.2031,-187500.0156
-164090.8906,-80857.03125,-113520.6875,-155607.4531,-187500.0156,-148171.8125,-157288.8281,-187500.0156
-164093.125,-80861.36719,-113529.1172,-155561.4063,-187500.0156,-148173.6094,-157266.1094,-187500.0156
-164088.2031,-80857.59375,-113540.8047,-155435.5469,-187500.0156,-148171.1406,-157148.6406,-187500.0156
-164083.5156,-80850.125,-113533.8047,-155454.375,-187500.0156,-148168.7031,-157162.6719,-187500.0156
-164083.9844,-80850.71094,-113523.9297,-155579.0469,-187500.0156,-148171.5469,-157285.0313,-187500.0156
-164086.6406,-80856.25,-113532.6875,-155566,-187500.0156,-148175.6406,-157275.2344,-187500.0156
-164084.6094,-80855.51563,-113545.6328,-155429.2188,-187500.0156,-148174.25,-157118.2813,-187500.0156
-164081.6094,-80849.85938,-113541.1406,-155413.6875,-187500.0156,-148168.9375,-157091.0625,-187500.0156
-164083.8594,-80849.75,-113530.2578,-155533.5156,-187500.0156,-148169.2031,-157204.7656,-187500.0156
-164086.6094,-80854.25781,-113535.6172,-155545.1406,-187500.0156,-148173.1563,-157227.8281,-187500.0156
-164082.3438,-80851.39844,-113547.9375,-155414.6094,-187500.0156,-148174.2031,-157115.6406,-187500.0156
-164076.1094,-80843.97656,-113545.4766,-155382.4219,-187500.0156,-148171.9219,-157086.0313,-187500.0156
-164075.9375,-80845.60938,-113533.0469,-155515.6406,-187500.0156,-148174.0938,-157208.8906,-187500.0156
-164076.7813,-80850.28125,-113531.6406,-155585.8438,-187500.0156,-148179.8594,-157294.0781,-187500.0156
-164075.1719,-80850.86719,-113543.8672,-155487.2344,-187500.0156,-148183.375,-157205.3438,-187500.0156
-164072.9531,-80845.88281,-113544.9375,-155423.6563,-187500.0156,-148178.2344,-157137.2969,-187500.0156
-164076.3125,-80845.5,-113533.1641,-155527.5469,-187500.0156,-148173.4219,-157227.4063,-187500.0156
-164082.0781,-80850.4375,-113529.2266,-155616.25,-187500.0156,-148176.6875,-157322.5469,-187500.0156
-164084.7813,-80852.58594,-113538.9688,-155533.5469,-187500.0156,-148175.7656,-157258.6875,-187500.0156
-164084.4219,-80851.3125,-113544.4453,-155436.7344,-187500.0156,-148172.0313,-157143.6563,-187500.0156
-164085.4063,-80850.30469,-113534.4766,-155507.1875,-187500.0156,-148173.375,-157204.4063,-187500.0156
-164089.5625,-80854.84375,-113527.1016,-155616.8438,-187500.0156,-148178.2969,-157325.125,-187500.0156
-164091.0625,-80856.25,-113535.1484,-155556.875,-187500.0156,-148180.5781,-157285.8125,-187500.0156
-164087.1719,-80852.00781,-113542.3281,-155445.1406,-187500.0156,-148177.7656,-157180.3125,-187500.0156
-164084.8281,-80847.49219,-113534.5469,-155491.125,-187500.0156,-148176.8281,-157210.0313,-187500.0156
-164086.7656,-80849.5,-113528.0156,-155610.5156,-187500.0156,-148180.2344,-157338.3281,-187500.0156
-164088.1563,-80853.34375,-113535.6875,-155577,-187500.0156,-148187.1406,-157315.8281,-187500.0156
-164087.5938,-80853.70313,-113548.8984,-155449.25,-187500.0156,-148186.0156,-157152.5156,-187500.0156
-164085.4375,-80851.21875,-113546.1719,-155455.5313,-187500.0156,-148181.0469,-157140.9688,-187500.0156
-164087.9844,-80852.89844,-113533.8047,-155586.4219,-187500.0156,-148183.1875,-157283.2188,-187500.0156
-164089,-80857.30469,-113538.125,-155593.2031,-187500.0156,-148188.9219,-157305.625,-187500.0156
-164085.5,-80855.17969,-113548.5859,-155470.4219,-187500.0156,-148186.6563,-157197.6719,-187500.0156
-164080.5625,-80849.36719,-113544.4688,-155451.3281,-187500.0156,-148183.1406,-157173.3594,-187500.0156
-164082.5625,-80848.96094,-113529.8516,-155576.0156,-187500.0156,-148184.2031,-157284.9531,-187500.0156
-164088.2656,-80852.74219,-113529.3828,-155611.3438,-187500.0156,-148185.6563,-157324.4688,-187500.0156
-164088,-80852.04688,-113541.5234,-155489.8438,-187500.0156,-148181.0469,-157212.9219,-187500.0156
-164083.2813,-80847.49219,-113539.2422,-155439.4375,-187500.0156,-148173.6094,-157161.125,-187500.0156
-164084.6719,-80848.80469,-113527.7969,-155551.9375,-187500.0156,-148176.2813,-157252.75,-187500.0156
-164088.2188,-80853.39063,-113528.0625,-155616.8438,-187500.0156,-148185.1563,-157314.6406,-187500.0156
-164088.5,-80852.49219,-113540.6953,-155513.0625,-187500.0156,-148189.6563,-157223.75,-187500.0156
-164086.3438,-80846.14844,-113541.1406,-155439.9688,-187500.0156,-148187.8125,-157159.4063,-187500.0156
-164089.5938,-80844.17969,-113528.4688,-155537.9375,-187500.0156,-148185.0938,-157245.4844,-187500.0156
-164095.3594,-80850.72656,-113527.0156,-155626.3906,-187500.0156,-148188.5781,-157338.3281,-187500.0156
-164095.375,-80854.125,-113540.9141,-155536.875,-187500.0156,-148188.7969,-157261.75,-187500.0156
-164090.2813,-80850.82031,-113547.6641,-155432.9531,-187500.0156,-148183.4844,-157150.4063,-187500.0156
-164086.2344,-80848,-113535.2813,-155500.8125,-187500.0156,-148179.375,-157213.8281,-187500.0156
-164089.4531,-80850.46094,-113529.3125,-155614.6719,-187500.0156,-148185.4531,-157333.3281,-187500.0156
-164091.5469,-80853.67969,-113541.4063,-155556.0313,-187500.0156,-148188.1094,-157279.5,-187500.0156
-164089,-80851.73438,-113551.2188,-155435.8438,-187500.0156,-148182.4375,-157146.2656,-187500.0156
-164087.5313,-80849.23438,-113544.4219,-155473.6094,-187500.0156,-148176.8281,-157174.3125,-187500.0156
-164090.5469,-80853.67969,-113534.9922,-155601.4219,-187500.0156,-148177,-157304.7344,-187500.0156
-164092.0625,-80859.73438,-113543.8906,-155573.1875,-187500.0156,-148182.6563,-157275.7031,-187500.0156
-164086.4531,-80856.5625,-113557.4141,-155441.3125,-187500.0156,-148185.375,-157166.5313,-187500.0156
-164081.9375,-80851,-113552.5859,-155443.3594,-187500.0156,-148184.5938,-157169.1719,-187500.0156
-164083.6875,-80852.98438,-113542.75,-155560.5,-187500.0156,-148186.2813,-157270.0938,-187500.0156
-164087.2188,-80857.36719,-113547.6406,-155553.4844,-187500.0156,-148184.125,-157266.1563,-187500.0156
-164086.7656,-80855.67188,-113557.2969,-155418.9063,-187500.0156,-148180.9375,-157142.75,-187500.0156
-164085.625,-80850.25781,-113552.1563,-155400.25,-187500.0156,-148177.625,-157112.6406,-187500.0156
-164087.9375,-80850.03906,-113541.0078,-155535.5938,-187500.0156,-148181.0469,-157246.8906,-187500.0156
-164090.2813,-80854.92969,-113541.4063,-155587.75,-187500.0156,-148185.0313,-157313.3438,-187500.0156
-164086.5938,-80854.77344,-113551.8047,-155469.5313,-187500.0156,-148181.6563,-157203.5781,-187500.0156
-164080.2656,-80849.07813,-113550.9297,-155409.5938,-187500.0156,-148175.7344,-157126.2813,-187500.0156
-164081.6094,-80849.8125,-113537.2734,-155521.1563,-187500.0156,-148177.5156,-157227.3594,-187500.0156
-164086.6563,-80855.71094,-113531.6406,-155604.5313,-187500.0156,-148183.375,-157313.0156,-187500.0156
-164085.9688,-80856.89844,-113543.4219,-155505.7188,-187500.0156,-148184.375,-157214.6094,-187500.0156
-164081,-80849.94531,-113544.5391,-155422.7813,-187500.0156,-148177.4531,-157140.2969,-187500.0156
-164081.1094,-80847.33594,-113530.4141,-155515.2344,-187500.0156,-148178.1875,-157222.0781,-187500.0156
-164083.1719,-80852.00781,-113528.8672,-155612.1094,-187500.0156,-148188.1094,-157314.3906,-187500.0156
-164084.1406,-80854.84375,-113544.9375,-155532.1719,-187500.0156,-148190.5469,-157236.625,-187500.0156
-164082.6875,-80849.76563,-113551.6484,-155428.2031,-187500.0156,-148183.2656,-157135.5781,-187500.0156
-164083.3438,-80846.375,-113538.6172,-155495.4688,-187500.0156,-148181.7656,-157198.5938,-187500.0156
-164087.9375,-80849.52344,-113528.0156,-155613.3438,-187500.0156,-148187.9688,-157321.3438,-187500.0156
-164091.9063,-80856.45313,-113540.3828,-155560.9844,-187500.0156,-148190.5469,-157277.0938,-187500.0156
-164090.6406,-80855.51563,-113549.6328,-155436.0625,-187500.0156,-148183.6875,-157143.9688,-187500.0156
-164088.7344,-80851.49219,-113539.2813,-155470.5938,-187500.0156,-148177.5313,-157173.6406,-187500.0156
-164093.8281,-80855.33594,-113526.25,-155600.125,-187500.0156,-148178.625,-157295.3906,-187500.0156
-164098.0313,-80861.32813,-113530.1016,-155580.8125,-187500.0156,-148181.5313,-157278.5938,-187500.0156
-164096.4688,-80857.03125,-113535.8438,-155454.0781,-187500.0156,-148174.5469,-157171.7031,-187500.0156
-164093.75,-80852.11719,-113530.2578,-155455.7969,-187500.0156,-148168.7969,-157167.0469,-187500.0156
-164094.7031,-80853.21094,-113520.0156,-155584.7656,-187500.0156,-148170.9844,-157275.6875,-187500.0156
-164097.6406,-80857.5,-113525.875,-155603.875,-187500.0156,-148172.8906,-157301.875,-187500.0156
-164094.375,-80855.24219,-113538.4375,-155476.5,-187500.0156,-148171.9531,-157197.8125,-187500.0156
-164088.625,-80848.22656,-113533.1406,-155440.8906,-187500.0156,-148167.6094,-157164.5469,-187500.0156
-164088.9375,-80850.07813,-113519.9922,-155560.6719,-187500.0156,-148169.1406,-157239.8906,-187500.0156
-164090.4375,-80857.30469,-113523.4141,-155606.2969,-187500.0156,-148177.9219,-157284,-187500.0156
-164086.9219,-80856.94531,-113535.9297,-155489.4375,-187500.0156,-148177.6719,-157194.1406,-187500.0156
-164084.1094,-80852.64844,-113538.7266,-155425.4531,-187500.0156,-148170.4219,-157131.0469,-187500.0156
-164085.7031,-80851.82813,-113525.6016,-155537.3125,-187500.0156,-148170.0313,-157232.8125,-187500.0156
-164093.5156,-80858.55469,-113524.625,-155625.1563,-187500.0156,-148176.7813,-157320.8125,-187500.0156
-164094.0781,-80859.75781,-113539.8672,-155523.7969,-187500.0156,-148179.0156,-157227.4219,-187500.0156
-164089.625,-80853.52344,-113548.4453,-155425.625,-187500.0156,-148176.3906,-157134.0781,-187500.0156
-164089.6094,-80851.84375,-113536.3984,-155513.7969,-187500.0156,-148171.5469,-157217.75,-187500.0156
-164094.2656,-80858.03906,-113531.3516,-155620.1563,-187500.0156,-148176.8594,-157309.5625,-187500.0156
-164096.7813,-80860.83594,-113543.4219,-155543.2656,-187500.0156,-148180.4219,-157229.0313,-187500.0156
-164093.6719,-80856.00781,-113549.9453,-155425.8438,-187500.0156,-148173.4219,-157110.3281,-187500.0156
-164090.2813,-80851.75781,-113540.9141,-155477.2656,-187500.0156,-148169.1406,-157161.5313,-187500.0156
-164091.4375,-80855.82813,-113534.8828,-155602.6719,-187500.0156,-148172.5156,-157295.625,-187500.0156
