channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
-85002.76563,-41316.30469,-59391.87109,-81742.8125,-93947.50781,-76316.8125,-85465.22656,-139437.1406
-84998.99219,-41309.55469,-59384.58594,-81772.85156,-93950.32813,-76311.35938,-85461.04688,-139437.4688
-84999.46094,-41306.07031,-59379.44141,-81859.13281,-93966.46875,-76314.17188,-85499.33594,-139456.5313
-85003.66406,-41312.55078,-59387.9375,-81841.38281,-93967.49219,-76326.96094,-85505.88281,-139467.5781
-85005.45313,-41317.78125,-59394.75391,-81752.66406,-93951.0625,-76319.40625,-85476.85156,-139435.875
-85001.33594,-41310.62891,-59387.73438,-81759.97656,-93948.60938,-76310.79688,-85470.67969,-139434.7344
-85002.57031,-41305.89063,-59378.77344,-81850.83594,-93963.69531,-76307.9375,-85492.89844,-139436.0625
-85006.72656,-41310.96484,-59381.23047,-81856.3125,-93968.11719,-76315,-85503.44531,-139449.9375
-85005.67188,-41315.90234,-59388.71875,-81765.09375,-93954.35156,-76320.16406,-85478.03125,-139433.5156
-85001.22656,-41311.43359,-59386.48438,-81748.75781,-93949.32031,-76313.82031,-85464.60156,-139422.875
-85000.82031,-41305.62109,-59378.50391,-81838.27344,-93963.09375,-76309.01563,-85492.20313,-139441.875
-85003.375,-41308.37109,-59379.39844,-81867.24219,-93972.34375,-76315.27344,-85522.53906,-139464.4844
-85004.03906,-41314.07031,-59390.17188,-81780.98438,-93961.25781,-76322.20313,-85485.74219,-139462.2813
-85002.25,-41311.92578,-59389.79297,-81741.60156,-93951,-76316.72656,-85459.59375,-139432.6563
-85001.875,-41305.19531,-59380.11328,-81825.08594,-93963.64844,-76308.76563,-85498.08594,-139437.5313
-85004.98438,-41307.1875,-59381.32031,-81873.60938,-93974.51563,-76312.85938,-85514.84375,-139450.1719
-85007.30469,-41315.12109,-59390.75391,-81800.16406,-93964.74219,-76319.875,-85493.34375,-139443.6875
-85003.48438,-41313.89063,-59388.92188,-81740.79688,-93952.58594,-76316.32031,-85461.89844,-139430.9844
-85000.86719,-41306.51563,-59378.16797,-81805.39844,-93961.1875,-76310.0625,-85480.875,-139438.5
-85001.64844,-41306.07031,-59377.65625,-81871.08594,-93974.84375,-76314.78125,-85510.79688,-139462.4375
-85003.46094,-41314.33984,-59390.46094,-81811.38281,-93966.75781,-76327.42969,-85500.27344,-139451.3438
-85000.75781,-41315.34375,-59393.27734,-81738.58594,-93951.67188,-76319.5625,-85475.59375,-139431.5625
-84997.35938,-41307.56641,-59383.42188,-81787.22656,-93957.77344,-76310.64063,-85477.69531,-139438.8281
-85000.86719,-41306.07031,-59378.34766,-81866.66406,-93971.53906,-76311.96094,-85510.10938,-139451.5469
-85005.25,-41314.29297,-59388.00391,-81829.33594,-93967.5625,-76316.47656,-85496.76563,-139454.4063
-85003.59375,-41317.26563,-59394.48438,-81744.50781,-93951.39844,-76317.4375,-85465.51563,-139443.4219
-84999.25781,-41309.28516,-59383.0625,-81770.32813,-93953.85938,-76314.19531,-85474.23438,-139455.3281
-84999.79688,-41305.26563,-59375.21875,-81857.42969,-93970.53125,-76316.32031,-85502.6875,-139477.0938
-85005.27344,-41313.08594,-59383.15234,-81843.28125,-93968.27344,-76316.94531,-85507.13281,-139456.375
-85005.04688,-41317.13281,-59390.41797,-81754.54688,-93952.67188,-76314.57813,-85482.10156,-139428.8906
-85000.0625,-41310.47266,-59384.49609,-81756.71094,-93951.21875,-76309.57031,-85467.14844,-139434.0781
-85000.08594,-41305.26563,-59377.23047,-81846.14063,-93966.15625,-76308.11719,-85495.78125,-139446.6563
-85004.50781,-41310.76172,-59381.69922,-81856.20313,-93970.44531,-76312.03125,-85509.66406,-139450.0938
-85006.14063,-41317.46875,-59389.45703,-81765.83594,-93954.08594,-76313.05469,-85474.92969,-139438.0781
-85002.36719,-41312.92969,-59386.03516,-81743.48438,-93947,-76308.14063,-85460.26563,-139433.6719
-85002.39063,-41305.64453,-59375.08594,-81830.5625,-93962.64063,-76307.10938,-85493.00781,-139452.7813
-85007.4375,-41310.17969,-59379.08594,-81862.14844,-93970.17969,-76316.70313,-85511.67188,-139450.7969
-85007.35156,-41317,-59388.875,-81778.46094,-93956.76563,-76320.45313,-85485.34375,-139441.8906
-85002.76563,-41314.44922,-59387.60156,-81736.50781,-93946.14844,-76309.54688,-85462.54688,-139429.75
-84999.97656,-41307.00781,-59377.20703,-81816.61719,-93957.21094,-76303.60156,-85484.28906,-139439.2188
-85003.375,-41308.95313,-59375.82031,-81869.88281,-93968.88281,-76309.17188,-85512.88281,-139459.4219
-85005.5625,-41316.35156,-59384.96484,-81797.50781,-93960.71875,-76318.39844,-85499.44531,-139459.7344
-85004.49219,-41315.99219,-59387.22266,-81737.51563,-93950.0625,-76315.40625,-85470.10156,-139439.3906
-85002.25,-41308.72656,-59379.6875,-81800.39063,-93956.96875,-76310.14844,-85473.64844,-139442.2344
-85004,-41308.30469,-59378.05859,-81870.35156,-93970.96094,-76312.78906,-85511.69531,-139458.5
-85007.19531,-41316.05859,-59389.34375,-81814.98438,-93964.27344,-76318.625,-85502.77344,-139459.0781
-85004.625,-41317.28906,-59394.21875,-81737.39844,-93949.10156,-76318.33594,-85466.45313,-139446.8594
-85000.53125,-41309.28516,-59382.14844,-81783.0625,-93953.94531,-76309.95313,-85472,-139442.0313
-85002.8125,-41307.38672,-59377.58984,-81867.08594,-93967.80469,-76310.01563,-85507.28906,-139453.4531
-85007.84375,-41316.28516,-59387.66797,-81834.00781,-93965.10156,-76317.07813,-85501.59375,-139454.4844
-85005,-41319.48047,-59394.32813,-81746.09375,-93951.24219,-76321.07813,-85467.50781,-139451.8594
-84999.82031,-41311.56641,-59386.39453,-81769.22656,-93952.92188,-76318.10938,-85470.21094,-139436.5781
-85002.76563,-41307.87891,-59381.5,-81862.72656,-93968.89844,-76309.41406,-85509.88281,-139443.0313
-85006.34375,-41313.42188,-59387.37891,-81853.29688,-93970.10938,-76319.67188,-85512.27344,-139471.2031
-85006.16406,-41318.47266,-59394.66406,-81758.83594,-93952.85156,-76318.91406,-85472.03906,-139440.1719
-85003.10156,-41313.39844,-59389.45703,-81755.6875,-93948.78906,-76310.0625,-85465.85156,-139428.0781
-85003.4375,-41307.38672,-59379.95703,-81850.1875,-93965.48438,-76308.5,-85503.89063,-139449.2031
-85006.54688,-41312.32813,-59386.08203,-81863.26563,-93971.02344,-76320.47656,-85506.26563,-139460.8906
-85005.67188,-41317.78125,-59395.42578,-81771.89063,-93957.05469,-76324.36719,-85477.34375,-139449.7656
-85000.75781,-41313.24219,-59392.14063,-81744.75781,-93949.11719,-76321.19531,-85457.89063,-139437.3594
-85000,-41306.07031,-59381.14063,-81832.125,-93962.55469,-76313.92969,-85483.48438,-139448.6875
-85002.47656,-41308.95313,-59383.48828,-81870.03906,-93972.32031,-76320.27344,-85503.78125,-139467.9531
-85004.44531,-41316.66406,-59393.07813,-81787.04688,-93959.82813,-76319.45313,-85484.625,-139450.2031
-85001.3125,-41314.69531,-59392.76563,-81737.57813,-93946.66406,-76312.96875,-85451.60938,-139429.5313
-84999.48438,-41307.29688,-59382.03516,-81816.61719,-93957.79688,-76307.04688,-85475.66406,-139438.3438
-85003.54688,-41308.90625,-59382.25781,-81874.375,-93969.32813,-76311.17969,-85496.47656,-139454.0156
-85004.57813,-41315.99219,-59392.40625,-81801.57031,-93958.91406,-76317.21875,-85482.8125,-139453
-85000.375,-41315.25391,-59391.40234,-81734.64844,-93946.23438,-76314.78125,-85462.89844,-139439.375
-84995.99219,-41306.73828,-59380.67188,-81796.23438,-93953.23438,-76308.89844,-85473.17969,-139440.5938
-84998.94531,-41306.17969,-59377.60938,-81869.83594,-93966.91406,-76312.1875,-85495.10938,-139453.2188
-85003.375,-41314.07031,-59386.88672,-81817.08594,-93960.5,-76318.96094,-85486.05469,-139456.0938
-85002.58594,-41315.39063,-59391.13281,-81738.25,-93945.8125,-76319.15625,-85458.03125,-139437.7188
-85000,-41307.38672,-59381.74609,-81782.66406,-93949.99219,-76308.71875,-85457.71875,-139433.0469
-85002.67969,-41304.99609,-59377.09766,-81869.76563,-93965.77344,-76309.4375,-85488.98438,-139456.1094
-85006.72656,-41311.85938,-59385.47656,-81840.50781,-93965.21094,-76318.89063,-85495.03906,-139471.625
-85006.63281,-41316.125,-59392.51953,-81750.76563,-93949.32031,-76319.78906,-85466.05469,-139446.625
-85003.57031,-41310.53906,-59385.16406,-81767.78125,-93947.64844,-76308.83594,-85462.03125,-139420.1719
-85003.90625,-41306.58203,-59377.54297,-81857.65625,-93962.79688,-76307.33594,-85490.70313,-139439.4375
-85006.67969,-41312.48438,-59385.76953,-81849.35938,-93965.03125,-76315.89844,-85496.63281,-139452.6406
-85004.53125,-41315.79297,-59394.55469,-81758.00781,-93951.20313,-76320.14063,-85469.51563,-139446.4688
-84999.70313,-41308.23828,-59388.67578,-81751.97656,-93948,-76319.27344,-85452.89063,-139445.0625
-85000.32813,-41302.49219,-59380.22656,-81843.28125,-93961.97656,-76316.05469,-85485.38281,-139452.8438
-85005.5625,-41308.50391,-59384.47266,-81862.41406,-93967.60156,-76315.46875,-85501.32031,-139462.9531
-85005.74219,-41315.16406,-59392.74219,-81773.92188,-93953.8125,-76322.17969,-85473,-139459.8594
-85003.19531,-41313.30859,-59389.09766,-81743.17188,-93944.42969,-76314.24219,-85445.10938,-139430.1563
-85003.17188,-41307.72266,-59380.40234,-81826.47656,-93957.23438,-76309.46094,-85473.67188,-139437.0156
-85006.1875,-41310.22656,-59382.46094,-81865.74219,-93965.35156,-76314.71094,-85497.41406,-139446.8594
-85005.58594,-41316.05859,-59391.35547,-81784.60938,-93953.57031,-76321.55469,-85472.26563,-139440.375
-85000.80469,-41312.68359,-59389.61328,-81737.17969,-93944.58594,-76316.72656,-85455.39063,-139431.3281
-84999.48438,-41305.50781,-59379.30859,-81812.64063,-93955.86719,-76309.57031,-85479.01563,-139437.4219
-85002.8125,-41305.89063,-59379.03906,-81869.52344,-93967.85156,-76318.625,-85499.0625,-139456.4219
-85005,-41312.61719,-59389.99219,-81802.82813,-93957.77344,-76325.48438,-85477.14063,-139454.0313
-85003.48438,-41313.22266,-59392.5625,-81738.96875,-93945.74219,-76316.83594,-85455.90625,-139435.5313
-84999.28125,-41306.15625,-59383.46484,-81794.66406,-93953.96875,-76310.13281,-85470.70313,-139444.5938
-85000.80469,-41305.73438,-59380.89453,-81864.04688,-93966.21875,-76313.48438,-85493.27344,-139461.1875
-85005.5625,-41313.87109,-59389.90234,-81818.64844,-93957.54688,-76317.82031,-85485.85938,-139441.4063
-85004.78125,-41315.52344,-59394.12891,-81745.58594,-93942.50781,-76311.25,-85460.77344,-139423.875
-85001.85156,-41308.23828,-59385.39063,-81783.04688,-93947.24219,-76305.72656,-85464.97656,-139427.9063
-85003.35156,-41306.29297,-59378.07813,-81860.25,-93962.57813,-76306.48438,-85497.96875,-139446.9063
-85006.07813,-41312.90625,-59384.80859,-81833.57813,-93962.0625,-76315.02344,-85498.46094,-139461.7188
-85004.86719,-41315.65625,-59392.58594,-81753.53906,-93947.33594,-76314.03906,-85463.95313,-139434.0781
-85002.65625,-41309.57813,-59387.33203,-81768.38281,-93946.25781,-76308.1875,-85456.64063,-139425.8438
-85004.9375,-41305.55469,-59380.40234,-81847.41406,-93959.60156,-76309.88281,-85491.625,-139446.4531
-85007.55469,-41310.17969,-59386.01563,-81844.82031,-93963.71875,-76319.98438,-85507.40625,-139460.0938
-85005.58594,-41313.44531,-59390.05859,-81770.36719,-93953.90625,-76325.35156,-85473.09375,-139450.7188
-85002.63281,-41309.6875,-59386.19531,-81761.38281,-93948.09375,-76313.52344,-85450.85156,-139436.2656
-85001.82813,-41305.91016,-59380.80469,-81829.89063,-93955.46875,-76312.34375,-85475.01563,-139449.1094
-85002.96875,-41309.15234,-59384.26953,-81844.86719,-93961.07813,-76318.13281,-85491.78125,-139462.4375
-85002.36719,-41312.83984,-59390.77734,-81777.70313,-93952.22656,-76321.17188,-85473.22656,-139444.2813
-84999.46094,-41309.75781,-59388.74219,-81756.02344,-93945.85938,-76316.05469,-85463.39063,-139426.9219
-85000.35156,-41305.12891,-59382.17188,-81816.48438,-93953.59375,-76310.57813,-85478.32031,-139438.5
-85004.28906,-41307.63281,-59382.61719,-81845.14063,-93960.47656,-76315.33594,-85493.60938,-139464.4063
-85004.91406,-41312.34766,-59388.83203,-81790.19531,-93953.96875,-76319.60938,-85474.47656,-139450.5
-85001.875,-41310.98438,-59389.45703,-81757.51563,-93944.89844,-76313.57031,-85454.5625,-139421.4219
-85000.0625,-41306.98438,-59384.07031,-81805.28125,-93950.82031,-76313.97656,-85464.3125,-139437.7656
-85002.57031,-41307.67969,-59383.08594,-81843.97656,-93958.84375,-76311.10938,-85486.50781,-139453.0938
-85002.32031,-41312.34766,-59390.73047,-81802.28906,-93955.02344,-76316.88281,-85479.375,-139447.2188
-84999.90625,-41312.10156,-59392.16016,-81759.89063,-93946.79688,-76314.9375,-85460.08594,-139429
-84998.32031,-41306.55859,-59383.69141,-81797.41406,-93952.17969,-76309.90625,-85467.97656,-139439.2188
-85001.27344,-41305.82422,-59380.89453,-81845.625,-93961.5,-76311.46875,-85491.78125,-139446.9063
-85003.32813,-41309.98047,-59386.73047,-81818.38281,-93959.91406,-76316.92188,-85488.71875,-139447.0313
-85000.39844,-41310.35938,-59390.6875,-81768.33594,-93952.27344,-76317.54688,-85472.49219,-139429.4844
-84997.02344,-41305.66797,-59386.99609,-81788.52344,-93955.04688,-76310.55469,-85479.42188,-139437.8906
-84999.67969,-41304.99609,-59384.04688,-81839.21094,-93963.02344,-76311.80469,-85485.34375,-139450.9219
-85002.65625,-41309.01953,-59387.24219,-81826.5625,-93961.72656,-76319.89844,-85492.27344,-139449.4531
-85001.25,-41309.53125,-59391,-81772.71875,-93953.07813,-76324.05469,-85477.38281,-139438.7031
-84998.5625,-41304.99609,-59386.88672,-81781.10156,-93952.45313,-76315.76563,-85470.72656,-139439.2813
-85001.42969,-41303.42969,-59381.00781,-81837.13281,-93959.53906,-76312.09375,-85487.28906,-139454.25
-85005.22656,-41307.63281,-59386.28125,-81836.46094,-93961.41406,-76318.73438,-85491.03906,-139460.6719
-85003.32813,-41309.51172,-59392.18359,-81778.4375,-93953.125,-76322.6875,-85473.80469,-139445.5781
-85000.53125,-41306.53906,-59388.51953,-81768.53906,-93948.82813,-76318.84375,-85463.05469,-139436.2656
-85001.5625,-41303.69922,-59382.30469,-81822.45313,-93956.76563,-76314.91406,-85486.01563,-139454.0781
-85003.54688,-41306.51563,-59384.69531,-81837.25,-93961.14844,-76319.89844,-85496.11719,-139456.9219
-85002.47656,-41309.21875,-59390.35156,-81786.42188,-93953.75,-76318.10938,-85479.50781,-139445.7344
-84999.14844,-41306.40234,-59389.54688,-81764.22656,-93948.82813,-76315.17969,-85467.19531,-139436.5
-84998.21094,-41302.35938,-59384.96484,-81812.14844,-93955.60156,-76315.80469,-85485.71875,-139455.2344
-85000.48438,-41304.05859,-59385.27734,-81842.96875,-93961.64063,-76318.96094,-85498.92969,-139461.2656
-85001.44531,-41308.95313,-59392.47266,-81796.70313,-93954.125,-76319.51563,-85476.17969,-139445.2188
-84997.69531,-41307.63281,-59393.01172,-81761.27344,-93947.26563,-76317.72656,-85462.29688,-139433
-84996.19531,-41302.82813,-59387.37891,-81801.17188,-93951.55469,-76319.89844,-85471.66406,-139442.9375
-84998.29688,-41302.9375,-59385.63281,-81839.54688,-93960.52344,-76324.10156,-85495.9375,-139470.4531
-84997.74219,-41306.47266,-59390.91016,-81804.75,-93958.55469,-76325.75,-85485.05469,-139471.7188
-84996.79688,-41307.14063,-59391,-81763.82031,-93949.76563,-76317.86719,-85467.46094,-139431.8438
-84994.94531,-41303.25391,-59385.83594,-81789.85938,-93950.97656,-76311.85156,-85469.85156,-139435.0469
-84996.10938,-41303.36328,-59384.02344,-81833.91406,-93958.28125,-76314.50781,-85489.47656,-139444.5313
-84997.26563,-41307.00781,-59386.75391,-81813.35156,-93956.5,-76317.84375,-85489.54688,-139446.9219
-84994.71875,-41307.38672,-59389.16797,-81765.00781,-93949.11719,-76316.76563,-85467.97656,-139441.1719
-84993.875,-41303.96875,-59385.90234,-81778.90625,-93947.89063,-76311.22656,-85458.5625,-139433.7969
-84998.34375,-41303.89844,-59383.08594,-81829.42188,-93953.21094,-76312.34375,-85488.40625,-139445.6563
-85000.46875,-41307.27734,-59387.73438,-81822.22656,-93954.61719,-76317.70313,-85491.75781,-139458.2344
-84998.67969,-41309.01953,-59392.40625,-81772.07031,-93947.15625,-76315.15625,-85469.78125,-139438.5938
-84996.17188,-41305.71094,-59388.00391,-81771.15625,-93943.9375,-76313.32813,-85449.17969,-139432.8125
-84997.96094,-41304.59375,-59386.10547,-81822.85156,-93950.64063,-76312.94531,-85474.85938,-139444.9063
-85000.86719,-41308.34766,-59390.05859,-81830.875,-93954.14844,-76315.53906,-85485.38281,-139451.3906
-84998.89844,-41309.77734,-59390.21484,-81780.80469,-93947.82031,-76316.76563,-85468.73438,-139442.7031
-84995.67969,-41306.55859,-59387.55859,-81768.09375,-93944.44531,-76315.02344,-85461.20313,-139437.6406
-84997.44531,-41304.14453,-59383.73438,-81818.27344,-93950.84375,-76317.375,-85477.25,-139444.5938
-85002.25,-41307.07422,-59385.36719,-81839.67969,-93956.04688,-76314.64844,-85492.15625,-139456.2031
-85002.09375,-41310.16016,-59389.85938,-81794.01563,-93951.375,-76316.32031,-85481.83594,-139451.3281
-84997.53906,-41307.41016,-59388.38281,-81768.38281,-93946.53125,-76314.13281,-85467.59375,-139444.8594
-84997.69531,-41304.39063,-59384.94141,-81810.75781,-93949.78906,-76307.67188,-85480.80469,-139433.3594
-85001.46875,-41306.69531,-59384.65234,-81841.58594,-93954.71094,-76309.83594,-85492.49219,-139445.4531
-85000.375,-41309.28516,-59388.60547,-81800.83594,-93950.35156,-76314.9375,-85474.78906,-139448.3281
-84997.20313,-41307.85547,-59389.41016,-81763.61719,-93943.625,-76314.19531,-85458.5,-139428.0313
-84998.40625,-41304.23438,-59384.47266,-81800.52344,-93948.27344,-76310.64063,-85484.44531,-139439.1719
-85003.07813,-41304.88281,-59383.73438,-81841.9375,-93955.33594,-76310.46875,-85495.57813,-139444.0156
-85006.05469,-41309.57813,-59390.53125,-81811.60938,-93950.10156,-76310.82031,-85475.50781,-139434.5469
-85000.89063,-41308.4375,-59389.63672,-81767.30469,-93943.64063,-76313.35156,-85466.5,-139432.9688
-84999.07813,-41303.09375,-59381.69922,-81793.79688,-93947.49219,-76311.07031,-85487.01563,-139435.2344
-85002.34375,-41302.71484,-59382.37109,-81842.45313,-93955.96094,-76315.11719,-85512.60938,-139454.9063
-85004.01563,-41307.56641,-59388.49609,-81823.00781,-93951.6875,-76318.73438,-85485.38281,-139450.9531
-85001.875,-41308.34766,-59391.64844,-81772.3125,-93941.76563,-76317.14844,-85454.71875,-139436.0156
-84999.95313,-41304.32422,-59387.13281,-81780.82813,-93939.73438,-76313.70313,-85463.17188,-139430.2656
-85001.51563,-41303.05078,-59382.86328,-81831.5,-93947.03906,-76316.45313,-85493.10156,-139445.4219
-85003.82031,-41306.55859,-59385.43359,-81829.9375,-93949.59375,-76316.09375,-85496.96094,-139457.4219
-85001.11719,-41307.58984,-59388.89844,-81778.92969,-93941.39063,-76317.17188,-85472.71094,-139447.0156
-84998.74219,-41304.48047,-59387.82422,-81774.46094,-93936.10938,-76310.46875,-85460.28906,-139427.1719
-84999.70313,-41302.64844,-59383.98047,-81822.11719,-93943.32813,-76311.44531,-85483.44531,-139440.4375
-85003.54688,-41305.93359,-59386.50781,-81835.07813,-93948.46875,-76314.6875,-85492.02344,-139447.0625
-85001.92188,-41308.64063,-59390.59766,-81788.29688,-93943,-76313.25781,-85471.07813,-139441.4531
-84998.34375,-41306.22656,-59388.74219,-81768.67188,-93937.16406,-76311.91406,-85461.25,-139431.6563
-84999.46094,-41303.29688,-59381.92578,-81812.36719,-93943.64063,-76311.10938,-85480.98438,-139437.6094
-85003.17188,-41306.47266,-59383.51172,-81839.92969,-93949.67969,-76310.46875,-85498.25781,-139444.5469
-85002.88281,-41309.57813,-59388.69531,-81799.09375,-93947.10938,-76317.50781,-85485.85938,-139440.9844
-85001.27344,-41307.05078,-59386.48438,-81769.36719,-93942.25781,-76308.60938,-85470.5,-139424.0625
-85002.58594,-41304.05859,-59381.60938,-81807.5,-93944.96094,-76305.39063,-85480.53906,-139437.7969
-85006.42969,-41306.80469,-59383.33203,-81839.57031,-93950.07813,-76308.78906,-85489.14063,-139441.3594
-85005.76563,-41310.51563,-59389.39063,-81806.69531,-93945.70313,-76313.03906,-85480.38281,-139438.8125
-85000.57813,-41308.50391,-59391.08984,-81772.92188,-93941.40625,-76312.5625,-85469.67188,-139435.3281
-84998.99219,-41304.46094,-59385.76953,-81803.14063,-93945.42969,-76310.46875,-85483.48438,-139438.7188
-85003.375,-41305.62109,-59384.25,-81841.9375,-93951.21875,-76313.05469,-85492.69531,-139447.2969
-85003.92969,-41309.19922,-59389.85938,-81815.40625,-93946.66406,-76315.9375,-85477.02344,-139447.0313
-85001,-41308.90625,-59391.78125,-81773.39063,-93940.02344,-76313.82031,-85462.76563,-139425.2188
-84999.52344,-41303.96875,-59386.97656,-81792.21094,-93941.21094,-76309.92969,-85472.10938,-139429.0469
-85001.76563,-41303.87891,-59385.34375,-81836.19531,-93949.88281,-76312.00781,-85492.11719,-139448.6406
-85002.05469,-41307.58984,-59387.80078,-81827.21094,-93952.51563,-76316.76563,-85482.90625,-139455.9688
-85000.0625,-41308.21484,-59389.16797,-81782.77344,-93944.96094,-76315.60938,-85467.6875,-139428.8125
-84998.92188,-41304.61719,-59384.29297,-81788.96875,-93943.19531,-76308.5625,-85478.47656,-139422.8906
-85001.33594,-41304.41406,-59382.28125,-81830.16406,-93948.04688,-76308.22656,-85485.21094,-139437.0156
-85002.25,-41308.90625,-59388.02734,-81825.13281,-93946.19531,-76314.97656,-85477.98438,-139437.4063
-84999.64063,-41311.00781,-59392.76563,-81778.46094,-93940.67188,-76319,-85459.39063,-139434.9375
-84998.78906,-41307.94531,-59389.94922,-81774.88281,-93939.48438,-76311.13281,-85462.83594,-139427.4063
-85002.14063,-41306.11328,-59386.73047,-81820.66406,-93944.96094,-76311.51563,-85488.35938,-139429.6719
-85004.78125,-41308.08203,-59385.92578,-81835.41406,-93950.50781,-76310.01563,-85501.125,-139439.9219
-85002.74219,-41309.30859,-59390.28516,-81793.125,-93945.60938,-76311.74219,-85480.08594,-139433.8906
-84999.75,-41306.07031,-59390.53125,-81773.60938,-93939.01563,-76310.57813,-85454.67188,-139430.2969
-85000.44531,-41304.81641,-59388.85156,-81811.89844,-93942.54688,-76310.17188,-85473.67188,-139437.25
-85003.01563,-41306.82813,-59388.13672,-81838.94531,-93949.92188,-76310.46875,-85499.98438,-139443.125
-85002.42969,-41309.30859,-59390.88672,-81804.03125,-93948.38281,-76313.30469,-85488.35938,-139435.0313
-85000.39844,-41308.61719,-59392.49609,-81773.40625,-93941.05469,-76311.98438,-85473.51563,-139415.9063
-85002.40625,-41306.40234,-59388.76563,-81807.14063,-93944,-76311.49219,-85479.30469,-139427.9688
