channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
-97036.609375,-86516.09375,-71666.6640625,-113102.6875,-29007.916015625,-94543.3203125,-61952.46484375,-102874.9765625
-96875.140625,-86528.1640625,-71902.8359375,-112930.578125,-28973.896484375,-94370.8984375,-62111.69921875,-102802.3359375
-96822.5703125,-86505.09375,-72007.21875,-112883.0625,-28960.75390625,-94271.2109375,-62174.015625,-102730.671875
-96966.3359375,-86491.6875,-71795.28125,-113036.5234375,-28988.37890625,-94416.2734375,-62028.4140625,-102793.9765625
-97051.3671875,-86514.796875,-71653.296875,-113110.5078125,-29003.578125,-94542.2890625,-61935.43359375,-102867.6875
-96909.5234375,-86525.5703125,-71854.46875,-112957.8515625,-28974.07421875,-94401.296875,-62071.64453125,-102812.390625
-96816.625,-86506.9296875,-72016.6953125,-112871.2578125,-28964.552734375,-94263.296875,-62191.984375,-102737.109375
-96937.6796875,-86492.1328125,-71845.75,-112997.9453125,-28990.5703125,-94379.078125,-62065.87890625,-102784.9921875
-97051.8984375,-86504.734375,-71648.296875,-113111.453125,-29005.814453125,-94538.0,-61929.75390625,-102870.8203125
-96940.859375,-86525.5703125,-71805.25,-112994.1015625,-28979.21484375,-94435.8984375,-62036.55078125,-102819.6328125
-96815.9140625,-86513.765625,-72015.1328125,-112872.9140625,-28960.57421875,-94266.3828125,-62165.20703125,-102736.84375
-96908.7578125,-86492.7109375,-71890.5390625,-112976.0,-28983.328125,-94343.625,-62081.8359375,-102764.515625
-97050.9140625,-86501.7890625,-71658.890625,-113115.0234375,-29008.00390625,-94525.84375,-61923.765625,-102853.828125
-96972.6875,-86524.046875,-71756.7890625,-113032.3671875,-28994.68359375,-94475.1484375,-62007.8984375,-102857.40625
-96825.65625,-86516.765625,-71999.3984375,-112887.0859375,-28974.56640625,-94291.7265625,-62180.140625,-102766.6640625
-96889.71875,-86496.515625,-71936.140625,-112958.0703125,-28985.294921875,-94323.78125,-62126.046875,-102758.4375
-97052.2109375,-86502.3203125,-71690.3125,-113120.703125,-29011.53515625,-94514.3046875,-61955.86328125,-102847.9296875
-97014.9296875,-86522.3984375,-71721.3359375,-113078.4609375,-29004.25,-94512.515625,-61990.41796875,-102880.4296875
-96850.375,-86515.421875,-71974.4921875,-112914.171875,-28974.96875,-94316.40625,-62161.8984375,-102790.3515625
-96871.296875,-86490.8359375,-71970.875,-112947.2109375,-28978.09765625,-94296.3359375,-62155.375,-102754.2734375
-97031.9140625,-86488.9140625,-71724.5546875,-113109.125,-29007.958984375,-94481.40625,-61987.9140625,-102842.2109375
-97039.515625,-86514.53125,-71690.40625,-113104.96875,-29003.578125,-94529.28125,-61964.71484375,-102887.8515625
-96873.84375,-86521.28125,-71942.53125,-112931.7890625,-28972.689453125,-94345.953125,-62135.5703125,-102809.3046875
-96851.8515625,-86502.4140625,-72004.265625,-112919.5390625,-28972.95703125,-94283.1875,-62188.72265625,-102754.1015625
-97002.234375,-86494.546875,-71771.6328125,-113085.1640625,-28997.455078125,-94452.5234375,-62041.109375,-102822.8046875
-97047.34375,-86514.390625,-71665.859375,-113128.078125,-29003.087890625,-94548.1015625,-61959.39453125,-102884.5859375
-96890.875,-86524.9921875,-71894.25,-112962.9453125,-28977.517578125,-94382.5625,-62115.140625,-102828.6171875
-96829.5,-86506.4375,-72018.9765625,-112903.1796875,-28977.29296875,-94274.296875,-62196.8125,-102757.046875
-96970.1796875,-86494.546875,-71817.5390625,-113047.078125,-28999.5546875,-94415.828125,-62053.94140625,-102806.0
-97062.140625,-86514.6171875,-71655.0859375,-113131.703125,-29014.666015625,-94555.65625,-61952.8671875,-102890.1328125
-96926.90625,-86531.0234375,-71848.5234375,-112983.1953125,-28984.400390625,-94424.046875,-62079.82421875,-102829.6015625
-96819.6640625,-86512.6953125,-72029.4375,-112879.21875,-28965.580078125,-94275.4140625,-62198.37890625,-102751.0625
-96932.9921875,-86492.984375,-71868.7734375,-113003.1796875,-28989.498046875,-94383.234375,-62077.76953125,-102791.0703125
-97059.2734375,-86504.3828125,-71652.9453125,-113131.2109375,-29009.078125,-94554.140625,-61933.421875,-102877.8828125
-96954.1328125,-86524.453125,-71792.640625,-113014.6640625,-28990.837890625,-94466.25,-62044.2421875,-102857.1875
-96815.109375,-86511.1328125,-72021.65625,-112876.0,-28971.9296875,-94285.421875,-62208.48046875,-102774.6171875
-96897.09375,-86486.140625,-71910.75,-112972.6015625,-28991.8671875,-94347.921875,-62135.8828125,-102791.2890625
-97049.21875,-86494.140625,-71658.53125,-113126.6953125,-29020.96875,-94542.15625,-61962.61328125,-102887.046875
-96983.328125,-86524.8125,-71742.078125,-113041.7109375,-29007.06640625,-94501.5625,-62005.97265625,-102882.0859375
-96820.46875,-86519.3125,-72006.0078125,-112871.6640625,-28974.119140625,-94297.984375,-62205.9765625,-102777.7890625
-96863.1171875,-86490.7890625,-71953.5703125,-112928.34375,-28986.234375,-94314.9296875,-62171.8671875,-102769.34375
-97030.7109375,-86492.0859375,-71681.8671875,-113103.9375,-29017.794921875,-94510.7265625,-61955.14453125,-102848.2421875
-97013.5859375,-86522.4375,-71695.5859375,-113073.9921875,-29013.994140625,-94522.3515625,-61974.94921875,-102875.734375
-96836.65625,-86525.4765625,-71974.359375,-112893.8359375,-28987.0390625,-94324.71875,-62189.21484375,-102792.2734375
-96830.484375,-86494.9921875,-71986.65625,-112906.75,-28990.16796875,-94291.859375,-62197.484375,-102757.09375
-96993.5625,-86486.5859375,-71716.3359375,-113084.8046875,-29021.103515625,-94481.09375,-61983.80078125,-102841.5390625
-97021.859375,-86514.484375,-71658.9765625,-113099.421875,-29018.8671875,-94546.1328125,-61932.6171875,-102880.2109375
-96849.2109375,-86525.2578125,-71931.1328125,-112914.3046875,-28987.12890625,-94354.046875,-62139.0546875,-102804.4765625
-96807.328125,-86497.40625,-72013.8359375,-112888.6484375,-28984.84765625,-94271.1171875,-62200.390625,-102748.6015625
-96970.2265625,-86479.703125,-71761.0390625,-113069.7421875,-29012.384765625,-94441.3046875,-62014.46875,-102826.609375
-97049.6640625,-86506.6640625,-71634.3046875,-113131.34375,-29022.265625,-94556.6875,-61925.59765625,-102892.765625
-96896.0625,-86528.609375,-71886.6484375,-112953.46875,-28988.73828125,-94389.5390625,-62120.953125,-102817.484375
-96810.1875,-86504.46875,-72035.5625,-112881.5390625,-28972.734375,-94260.96875,-62228.640625,-102741.4453125
-96946.9375,-86483.328125,-71817.671875,-113037.640625,-28995.978515625,-94402.1484375,-62058.27734375,-102799.7890625
-97062.09375,-86504.3828125,-71629.515625,-113146.140625,-29011.4921875,-94559.8125,-61908.921875,-102876.3203125
-96933.5703125,-86530.84375,-71838.7265625,-112984.5390625,-28982.791015625,-94426.109375,-62046.609375,-102829.0234375
-96807.59375,-86509.7890625,-72045.5703125,-112858.921875,-28962.541015625,-94256.4140625,-62207.5859375,-102746.234375
-96917.65625,-86481.5390625,-71872.4375,-112989.40625,-28983.10546875,-94356.7265625,-62072.40234375,-102768.5859375
-97067.3671875,-86493.15625,-71632.6484375,-113146.8984375,-28997.857421875,-94545.734375,-61913.39453125,-102855.3984375
-96971.5234375,-86523.109375,-71785.0,-113033.171875,-28977.427734375,-94467.234375,-62036.6875,-102848.0234375
-96813.5859375,-86514.0390625,-72040.7421875,-112869.78125,-28954.62890625,-94272.8203125,-62201.8203125,-102747.3515625
-96884.9296875,-86482.4765625,-71922.1484375,-112970.8984375,-28969.15625,-94330.6640625,-62119.8359375,-102739.5703125
-97050.25,-86486.0546875,-71648.3359375,-113145.734375,-28993.87890625,-94533.0859375,-61919.1171875,-102828.6640625
-96991.1484375,-86520.6953125,-71732.3359375,-113054.765625,-28982.30078125,-94501.390625,-61970.5234375,-102847.5703125
-96814.078125,-86521.6796875,-72019.15625,-112865.7109375,-28955.96875,-94294.8125,-62183.04296875,-102759.8203125
-96848.9453125,-86490.703125,-71969.3984375,-112925.9296875,-28968.62109375,-94303.484375,-62141.203125,-102738.8125
-97022.84375,-86486.8125,-71681.015625,-113123.3828125,-28997.140625,-94508.2734375,-61939.9453125,-102826.828125
-97013.2734375,-86520.1171875,-71689.328125,-113093.5703125,-28988.201171875,-94530.0390625,-61947.58984375,-102866.6171875
-96830.0390625,-86524.5859375,-71981.515625,-112888.46875,-28954.673828125,-94318.1015625,-62164.58203125,-102781.9921875
-96821.9453125,-86491.59375,-72001.3203125,-112900.1796875,-28958.65234375,-94277.2890625,-62182.328125,-102734.4296875
-96998.703125,-86479.2109375,-71718.8828125,-113099.0234375,-28992.40234375,-94477.203125,-61973.96484375,-102812.75
-97040.5,-86511.84375,-71650.3046875,-113123.609375,-28995.130859375,-94556.1015625,-61924.16796875,-102875.0625
-96863.203125,-86528.8359375,-71936.046875,-112920.7421875,-28961.2890625,-94358.46875,-62120.90625,-102800.5
-96809.0703125,-86501.96875,-72033.1484375,-112879.75,-28955.880859375,-94261.8203125,-62187.42578125,-102739.4375
-96969.46875,-86481.5390625,-71771.1796875,-113061.3359375,-28985.65234375,-94435.09375,-61999.671875,-102800.1875
-97058.25,-86507.6875,-71628.21875,-113141.8046875,-28990.79296875,-94563.2578125,-61918.0859375,-102856.5625
-96898.5703125,-86530.1328125,-71883.703125,-112948.4140625,-28957.53515625,-94393.1640625,-62092.69921875,-102806.5390625
-96799.3671875,-86503.578125,-72047.140625,-112856.90625,-28947.923828125,-94249.390625,-62213.578125,-102735.1015625
-96939.6953125,-86476.484375,-71823.3984375,-113030.4453125,-28975.55078125,-94392.625,-62045.26953125,-102779.984375
-97072.015625,-86497.71875,-71619.015625,-113164.6953125,-28998.125,-94570.40625,-61909.953125,-102877.3046875
-96942.6015625,-86528.1171875,-71828.625,-113001.75,-28978.232421875,-94447.1171875,-62061.31640625,-102853.1171875
-96805.0,-86512.515625,-72055.3671875,-112860.125,-28958.697265625,-94264.234375,-62218.40625,-102754.765625
-96912.109375,-86482.1171875,-71882.6328125,-112998.4375,-28977.29296875,-94360.3046875,-62097.796875,-102756.828125
-97072.1953125,-86493.0703125,-71626.921875,-113167.328125,-28997.54296875,-94559.90625,-61916.07421875,-102852.7578125
-96980.0625,-86526.375,-71774.984375,-113043.453125,-28976.3984375,-94479.796875,-62019.5625,-102851.375
-96810.6796875,-86519.0859375,-72047.5390625,-112858.3828125,-28951.677734375,-94271.5234375,-62213.3984375,-102765.8125
-96879.5234375,-86486.9453125,-71936.9921875,-112957.671875,-28965.0,-94324.5390625,-62125.734375,-102757.4921875
-97058.78125,-86491.8671875,-71650.390625,-113154.1875,-28991.330078125,-94537.9140625,-61928.45703125,-102847.0390625
-97009.5234375,-86527.2265625,-71723.3515625,-113081.0546875,-28977.830078125,-94515.9609375,-61990.5078125,-102870.28125
-96824.359375,-86526.1484375,-72021.03125,-112879.53125,-28944.837890625,-94297.984375,-62192.03125,-102778.0625
-96848.859375,-86487.2109375,-71978.875,-112932.7265625,-28951.09765625,-94295.703125,-62151.796875,-102751.59375
-97033.703125,-86480.9140625,-71682.671875,-113142.609375,-28984.087890625,-94510.8671875,-61941.734375,-102835.1875
-97035.2265625,-86515.5546875,-71678.375,-113119.3203125,-28980.779296875,-94545.640625,-61940.9765625,-102877.796875
-96846.7578125,-86524.09375,-71981.109375,-112909.65625,-28941.57421875,-94331.2890625,-62165.7890625,-102797.1015625
-96828.0703125,-86489.5390625,-72013.7421875,-112910.7734375,-28941.306640625,-94276.5703125,-62190.734375,-102744.4453125
-97009.921875,-86477.0703125,-71729.25,-113106.7109375,-28972.287109375,-94473.09375,-61982.50390625,-102804.65625
-97059.7265625,-86506.8828125,-71644.2265625,-113133.4453125,-28976.890625,-94564.328125,-61931.67578125,-102869.609375
-96875.9921875,-86521.9921875,-71929.8359375,-112927.8046875,-28946.26953125,-94368.7109375,-62139.32421875,-102805.953125
-96808.4921875,-86489.5859375,-72037.9296875,-112882.8828125,-28937.193359375,-94259.140625,-62209.5546875,-102732.28125
-96971.5703125,-86467.6796875,-71778.875,-113072.6484375,-28966.162109375,-94427.046875,-62015.453125,-102787.8515625
-97070.8984375,-86494.2734375,-71621.7421875,-113159.1484375,-28979.88671875,-94568.7578125,-61904.140625,-102873.7265625
-96911.53125,-86519.671875,-71876.5078125,-112967.859375,-28953.154296875,-94409.609375,-62092.87890625,-102835.6796875
-96797.7578125,-86498.34375,-72057.109375,-112864.375,-28939.966796875,-94255.7890625,-62221.7578125,-102755.3984375
-96931.109375,-86473.046875,-71839.9375,-113034.875,-28965.669921875,-94392.4453125,-62064.7578125,-102781.6796875
-97069.109375,-86493.3359375,-71621.46875,-113172.15625,-28988.24609375,-94575.640625,-61914.8671875,-102870.015625
-96939.5625,-86524.5859375,-71823.0390625,-113013.7265625,-28968.576171875,-94459.859375,-62078.9765625,-102860.1796875
-96786.8046875,-86509.609375,-72062.2890625,-112865.2265625,-28949.978515625,-94268.8828125,-62243.21484375,-102776.5859375
-96893.921875,-86483.7734375,-71904.21875,-112995.265625,-28968.173828125,-94356.7265625,-62101.953125,-102765.140625
-97064.4140625,-86494.59375,-71637.1171875,-113172.2890625,-28994.90625,-94564.109375,-61926.89453125,-102862.640625
-96975.9453125,-86524.9921875,-71769.0859375,-113054.0078125,-28976.533203125,-94499.015625,-62036.23828125,-102878.015625
-96795.8359375,-86514.3046875,-72048.4375,-112862.984375,-28948.369140625,-94288.8203125,-62235.2578125,-102788.609375
-96858.515625,-86479.390625,-71951.515625,-112960.6171875,-28964.060546875,-94330.796875,-62167.66796875,-102768.0
-97045.1953125,-86480.375,-71660.8125,-113159.5546875,-28991.822265625,-94541.484375,-61948.171875,-102850.703125
-97005.5,-86517.8359375,-71722.7265625,-113079.1328125,-28976.443359375,-94520.7890625,-61977.8125,-102877.34375
-96808.8046875,-86516.984375,-72024.875,-112866.8359375,-28940.546875,-94296.9609375,-62195.78515625,-102781.234375
-96820.0234375,-86478.765625,-71999.078125,-112914.3515625,-28942.55859375,-94280.1484375,-62180.05078125,-102740.8203125
-97006.3046875,-86467.09375,-71703.0078125,-113128.6171875,-28968.755859375,-94488.2890625,-61966.41015625,-102817.171875
-97019.1796875,-86501.5625,-71685.1328125,-113115.7421875,-28962.8984375,-94533.0859375,-61965.60546875,-102860.671875
-96825.03125,-86516.1796875,-71987.328125,-112896.46875,-28941.26171875,-94322.4375,-62183.58203125,-102800.2734375
-96795.4375,-86487.3515625,-72036.3671875,-112888.6484375,-28947.7890625,-94258.2421875,-62205.84375,-102748.2421875
-96978.0078125,-86472.6875,-71751.515625,-113097.5,-28978.9921875,-94453.734375,-62005.75,-102814.1796875
-97039.921875,-86501.96875,-71648.0234375,-113139.125,-28982.166015625,-94556.7734375,-61932.21484375,-102881.90625
-96858.78125,-86521.546875,-71930.4140625,-112927.8046875,-28954.361328125,-94370.8046875,-62132.796875,-102829.9140625
-96782.46875,-86492.0390625,-72055.5,-112865.8515625,-28944.97265625,-94252.2109375,-62210.76171875,-102752.9375
-96942.9140625,-86467.140625,-71802.34375,-113052.53125,-28969.068359375,-94411.171875,-62012.94921875,-102788.5234375
-97053.375,-86491.8203125,-71629.4765625,-113148.640625,-28982.791015625,-94558.5625,-61900.1171875,-102867.8203125
-96897.984375,-86520.3359375,-71873.4609375,-112960.9296875,-28957.7578125,-94405.71875,-62091.671875,-102837.203125
-96774.15625,-86497.8515625,-72064.53125,-112851.6796875,-28946.314453125,-94245.5078125,-62230.69921875,-102761.203125
-96904.0234375,-86466.78125,-71855.8984375,-113018.9609375,-28969.55859375,-94371.8359375,-62072.89453125,-102789.7734375
-97052.078125,-86483.1015625,-71625.671875,-113162.0078125,-28988.06640625,-94557.3984375,-61920.3671875,-102874.9765625
-96929.5,-86515.5078125,-71816.0234375,-112999.9609375,-28967.01171875,-94444.8828125,-62055.86328125,-102860.09375
-96766.9140625,-86501.4296875,-72070.5625,-112834.3359375,-28944.16796875,-94244.1640625,-62237.94140625,-102764.9140625
-96854.0390625,-86466.15625,-71927.3359375,-112950.828125,-28956.953125,-94315.2890625,-62128.37109375,-102756.734375
-97023.9140625,-86472.7265625,-71656.1640625,-113126.3828125,-28979.974609375,-94516.5859375,-61921.12890625,-102846.1015625
-96942.8671875,-86507.78125,-71778.2890625,-113010.640625,-28965.267578125,-94455.65625,-62028.1484375,-102864.3828125
-96763.515625,-86505.8984375,-72064.6640625,-112826.109375,-28948.01171875,-94244.03125,-62245.09375,-102785.2109375
-96821.5859375,-86474.921875,-71978.7421875,-112920.703125,-28968.62109375,-94278.5390625,-62172.31640625,-102770.328125
-97009.4296875,-86470.5859375,-71681.8671875,-113125.3984375,-28989.720703125,-94489.359375,-61954.4765625,-102831.75
-96980.0625,-86504.828125,-71726.1640625,-113065.765625,-28978.322265625,-94487.2578125,-61999.671875,-102873.6328125
-96791.28125,-86513.3671875,-72028.3203125,-112857.3125,-28952.52734375,-94269.640625,-62204.59375,-102791.0703125
-96804.6875,-86481.8515625,-72015.3125,-112904.515625,-28960.57421875,-94251.1796875,-62189.5703125,-102755.3984375
-96992.1796875,-86468.484375,-71716.2421875,-113121.4609375,-28988.9609375,-94463.9296875,-61995.42578125,-102824.640625
-97014.0390625,-86500.625,-71679.359375,-113110.5078125,-28983.23828125,-94519.578125,-61971.640625,-102878.9140625
-96824.9375,-86516.8515625,-71982.359375,-112891.109375,-28951.990234375,-94307.9140625,-62165.96875,-102803.046875
-96783.59375,-86485.78125,-72044.234375,-112872.6015625,-28952.70703125,-94233.5703125,-62199.2265625,-102754.140625
-96956.3203125,-86464.6796875,-71760.0078125,-113077.4296875,-28978.142578125,-94423.46875,-62000.65625,-102799.9609375
-97031.25,-86495.125,-71645.25,-113129.2890625,-28980.421875,-94532.140625,-61925.46484375,-102859.9140625
-96852.65625,-86516.9453125,-71919.6875,-112918.78125,-28957.578125,-94347.609375,-62126.8515625,-102828.0390625
-96768.5703125,-86489.5859375,-72058.8515625,-112850.25,-28945.017578125,-94222.2578125,-62234.67578125,-102745.15625
-96927.984375,-86462.1796875,-71811.8203125,-113040.90625,-28966.162109375,-94382.1640625,-62064.1328125,-102782.53125
-97047.609375,-86483.546875,-71623.390625,-113150.4765625,-28983.998046875,-94542.6953125,-61920.45703125,-102880.921875
-96898.4765625,-86513.8984375,-71858.0390625,-112965.9375,-28960.841796875,-94395.578125,-62081.390625,-102851.8203125
-96771.03125,-86493.6484375,-72063.234375,-112849.53125,-28937.060546875,-94224.046875,-62239.68359375,-102750.921875
-96898.5234375,-86463.078125,-71862.6015625,-113009.2578125,-28957.35546875,-94345.5546875,-62088.49609375,-102770.1015625
-97057.578125,-86479.65625,-71617.7578125,-113157.8046875,-28980.646484375,-94541.9296875,-61909.28125,-102867.421875
-96946.0859375,-86513.3671875,-71791.1640625,-113012.25,-28957.265625,-94443.9453125,-62050.05078125,-102854.59375
-96782.921875,-86505.8984375,-72049.328125,-112843.9921875,-28938.3125,-94243.265625,-62217.109375,-102765.2734375
-96873.0,-86471.7890625,-71906.7265625,-112969.6484375,-28957.802734375,-94319.578125,-62124.88671875,-102765.3203125
-97056.28125,-86477.875,-71623.84375,-113155.9296875,-28985.25,-94533.75,-61901.90625,-102852.625
-96993.7890625,-86515.2890625,-71727.4609375,-113053.734375,-28972.0625,-94489.2734375,-61978.4375,-102867.8671875
-96811.0390625,-86516.671875,-72016.6953125,-112861.15625,-28948.90625,-94273.84375,-62193.328125,-102783.9140625
-96859.2265625,-86484.171875,-71941.859375,-112943.71875,-28966.02734375,-94299.8203125,-62143.078125,-102773.3671875
-97049.0859375,-86478.765625,-71642.390625,-113150.4296875,-28989.810546875,-94518.734375,-61928.63671875,-102855.7578125
