channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
-161071.9688,-81088.32813,-108745.1953,-154348.25,-187500.0156,-148210.1406,-158299.75,-187500.0156
-161053.5313,-81070.04688,-108752.6172,-154098.6719,-187500.0156,-148180.2656,-158132.6406,-187500.0156
-161049.8906,-81060.85938,-108745.2813,-154008.3438,-187500.0156,-148167.0781,-158039.2813,-187500.0156
-161068.1406,-81077.80469,-108736.4531,-154245.5625,-187500.0156,-148191.75,-158185.4844,-187500.0156
-161074.7344,-81091.21094,-108740.7031,-154366.8281,-187500.0156,-148206.6875,-158298.4688,-187500.0156
-161059.5781,-81079.76563,-108753.125,-154141.2969,-187500.0156,-148182.8125,-158155.4375,-187500.0156
-161053.4844,-81065.79688,-108753.9141,-153991.7188,-187500.0156,-148164.2656,-158031.0781,-187500.0156
-161066.6094,-81076.23438,-108741.4141,-154196.5469,-187500.0156,-148186.2813,-158171.4219,-187500.0156
-161073.8438,-81090.5,-108740.9453,-154372.0313,-187500.0156,-148205.1563,-158305.3594,-187500.0156
-161058.9375,-81079.5,-108755.8516,-154185.75,-187500.0156,-148185.8594,-158175.9375,-187500.0156
-161049.9219,-81060.70313,-108757.375,-153991.2188,-187500.0156,-148164.8906,-158025.5625,-187500.0156
-161064.0313,-81066.625,-108744.3438,-154151.3281,-187500.0156,-148185.5,-158134.9531,-187500.0156
-161076.8438,-81084.59375,-108742.9375,-154373.2344,-187500.0156,-148217.0625,-158320.0469,-187500.0156
-161065.75,-81081.26563,-108753.9297,-154239.5313,-187500.0156,-148201.7813,-158238.4531,-187500.0156
-161050.7188,-81064.57031,-108761.1719,-153999.3594,-187500.0156,-148171.3281,-158049.4688,-187500.0156
-161058.6094,-81067.34375,-108752.5938,-154091.3438,-187500.0156,-148182.4375,-158094.8125,-187500.0156
-161071.4375,-81084.21875,-108746.1797,-154342.6875,-187500.0156,-148212.7813,-158278.9844,-187500.0156
-161063.5625,-81084.10156,-108757.5781,-154282.4063,-187500.0156,-148206.5469,-158256.2031,-187500.0156
-161048.2969,-81065.71094,-108767.2969,-154026.8594,-187500.0156,-148177.5156,-158065.0781,-187500.0156
-161055.5469,-81062,-108760.9531,-154053.6719,-187500.0156,-148180.0781,-158068.9375,-187500.0156
-161072.9219,-81079.65625,-108752.8359,-154315.2344,-187500.0156,-148211.3594,-158271.8281,-187500.0156
-161071.3438,-81087.32031,-108760.0156,-154320.4844,-187500.0156,-148215,-158294.5781,-187500.0156
-161054.7969,-81072.39063,-108769.1797,-154057.4688,-187500.0156,-148182.5156,-158092.6406,-187500.0156
-161055.25,-81065.59375,-108762.5625,-154016.2344,-187500.0156,-148171.4375,-158046.8594,-187500.0156
-161073.5938,-81083.65625,-108750.375,-154278.2656,-187500.0156,-148200.1719,-158238.7031,-187500.0156
-161077.4063,-81091.57031,-108752.7734,-154357.9063,-187500.0156,-148210.7969,-158304.1719,-187500.0156
-161062.0469,-81076.10156,-108763.2969,-154111.125,-187500.0156,-148183.2969,-158125.7813,-187500.0156
-161057.0313,-81063.22656,-108759.4766,-153999.4219,-187500.0156,-148171.3906,-158036.1719,-187500.0156
-161073.0625,-81075.89844,-108750.0625,-154230.0938,-187500.0156,-148200,-158205.7344,-187500.0156
-161078.7656,-81089.46875,-108748.8594,-154368.1719,-187500.0156,-148217.5313,-158325.3125,-187500.0156
-161062.6875,-81074.02344,-108757.5781,-154149.0469,-187500.0156,-148192.0625,-158170.4219,-187500.0156
-161052.7031,-81057.64063,-108758.2891,-153986.3281,-187500.0156,-148168.5938,-158035.2188,-187500.0156
-161063.0781,-81066.71875,-108746.1797,-154177.7969,-187500.0156,-148189.875,-158151.5313,-187500.0156
-161069.1094,-81082.32031,-108744.5703,-154367.4531,-187500.0156,-148215.4688,-158312.9844,-187500.0156
-161055.2031,-81075.11719,-108757.2656,-154191.4063,-187500.0156,-148194.7656,-158190.9219,-187500.0156
-161043.0156,-81058.80469,-108759.4297,-153977.0938,-187500.0156,-148166.6719,-158015.0313,-187500.0156
-161055.5,-81067.09375,-108749.0625,-154120.2031,-187500.0156,-148181.6094,-158111.3438,-187500.0156
-161069.3281,-81085.85156,-108744.6797,-154353.75,-187500.0156,-148207.7969,-158290.2188,-187500.0156
-161061.4844,-81082.09375,-108753.5547,-154240.875,-187500.0156,-148196,-158227.4219,-187500.0156
-161048.1406,-81060.59375,-108755.8125,-153998.2813,-187500.0156,-148164.8438,-158050.9219,-187500.0156
-161053.2813,-81058.91406,-108750.2656,-154076.7031,-187500.0156,-148173.0469,-158086.5156,-187500.0156
-161065.75,-81077.01563,-108746.375,-154338.5469,-187500.0156,-148207.9844,-158284.2344,-187500.0156
-161061.625,-81078.64844,-108754.1797,-154290.3438,-187500.0156,-148204.625,-158256.1875,-187500.0156
-161048.3594,-81060.34375,-108761.4453,-154025.3281,-187500.0156,-148171.3281,-158058.5,-187500.0156
-161054.3125,-81057.6875,-108753.1719,-154034.75,-187500.0156,-148169.6406,-158054.7656,-187500.0156
-161074.8125,-81076.14844,-108742.2656,-154308.5469,-187500.0156,-148200.9688,-158268.5469,-187500.0156
-161075.25,-81081.21875,-108745.6641,-154338.7031,-187500.0156,-148208.1094,-158318.6875,-187500.0156
-161056.4844,-81063.42969,-108754.1328,-154072.4531,-187500.0156,-148175.7344,-158108.8438,-187500.0156
-161056.4375,-81053.79688,-108749.9297,-154006.4531,-187500.0156,-148164.1094,-158036.25,-187500.0156
-161074.9844,-81070.02344,-108742.3281,-154263.2188,-187500.0156,-148196.9844,-158217.6719,-187500.0156
-161076.8438,-81081.53125,-108748.2813,-154359.2656,-187500.0156,-148208.2656,-158319.625,-187500.0156
-161060.5938,-81067.1875,-108758.9844,-154114.7031,-187500.0156,-148179.125,-158138.4531,-187500.0156
-161054.5781,-81055.45313,-108755.6094,-153986.0469,-187500.0156,-148163.8125,-158014.0469,-187500.0156
-161069.5156,-81070.73438,-108747.875,-154211.0313,-187500.0156,-148191.75,-158172.6094,-187500.0156
-161074.9688,-81083.83594,-108749.4141,-154367.8281,-187500.0156,-148212.9688,-158307.6875,-187500.0156
-161060.0156,-81071.27344,-108762.0234,-154157.0156,-187500.0156,-148190.5,-158163.8125,-187500.0156
-161051.2188,-81056.36719,-108760.9922,-153981.25,-187500.0156,-148169.6875,-158022.9063,-187500.0156
-161064.4375,-81063.42969,-108746.6484,-154172.0938,-187500.0156,-148190.9531,-158146.8438,-187500.0156
-161076.75,-81080.59375,-108747.1172,-154381.5781,-187500.0156,-148218.1875,-158308.9531,-187500.0156
-161065.2344,-81074.44531,-108761.3984,-154216.625,-187500.0156,-148201.9063,-158209.1719,-187500.0156
-161052.2969,-81056.16406,-108766.6719,-153989.3906,-187500.0156,-148171.25,-158033.3125,-187500.0156
-161063.2031,-81062.82813,-108757.6406,-154114.0313,-187500.0156,-148178.2969,-158104.0313,-187500.0156
-161076.5,-81082.98438,-108753.2422,-154353.5469,-187500.0156,-148204.3438,-158278.3125,-187500.0156
-161067.9375,-81079.99219,-108763.25,-154252.9219,-187500.0156,-148197.7031,-158235.2031,-187500.0156
-161053.8438,-81060.47656,-108767.1016,-153999.4219,-187500.0156,-148167.4063,-158044.8438,-187500.0156
-161064.7031,-81060.1875,-108754.9141,-154063.2188,-187500.0156,-148175.2813,-158066.1719,-187500.0156
-161081.8438,-81078.45313,-108744.7656,-154332.3281,-187500.0156,-148209.0781,-158265.6875,-187500.0156
-161075.7656,-81079.25781,-108751.1641,-154305.1719,-187500.0156,-148207.4063,-158266.7969,-187500.0156
-161062.2188,-81062.9375,-108759.9219,-154041.0469,-187500.0156,-148175.8906,-158080.6094,-187500.0156
-161066.5313,-81059.47656,-108755.2266,-154034.5156,-187500.0156,-148174.0313,-158052.3438,-187500.0156
-161084.75,-81078.58594,-108745.6406,-154305.3125,-187500.0156,-148205.6094,-158245.6094,-187500.0156
-161081.8281,-81084.19531,-108750.3125,-154346.2813,-187500.0156,-148212.0313,-158305.1563,-187500.0156
-161062.5781,-81067.07031,-108762.1172,-154080.2813,-187500.0156,-148182.5,-158119.0625,-187500.0156
-161061.4844,-81058.42188,-108760.3906,-154002.9375,-187500.0156,-148172.5313,-158039.1563,-187500.0156
-161077.0469,-81075.5,-108751.6719,-154258.7813,-187500.0156,-148202.2969,-158210.9063,-187500.0156
-161079.4531,-81086.71875,-108755.5625,-154370.5625,-187500.0156,-148217.4844,-158304.9531,-187500.0156
-161064.3906,-81071.52344,-108767.7031,-154130.3438,-187500.0156,-148189.7031,-158141.875,-187500.0156
-161058.6719,-81056.5,-108764.4141,-153990.0781,-187500.0156,-148170.6563,-158039.0313,-187500.0156
-161074.9219,-81069.75781,-108749.6641,-154213.3281,-187500.0156,-148194.4063,-158197.2188,-187500.0156
-161086.8125,-81087.47656,-108749.8203,-154382.6875,-187500.0156,-148213.0938,-158312.5313,-187500.0156
-161073.8281,-81078.98438,-108758.9844,-154177.8438,-187500.0156,-148188.0156,-158180.0313,-187500.0156
-161064.3281,-81063.47656,-108760.5703,-153980,-187500.0156,-148163.9688,-158027.7344,-187500.0156
-161077.1719,-81072.88281,-108751.6953,-154150.75,-187500.0156,-148186.5,-158131.5469,-187500.0156
-161084.3438,-81091.36719,-108751.4766,-154370.5781,-187500.0156,-148215.4063,-158309.4531,-187500.0156
